name,success,CLOCK_CYCLES_1ST
1658CA0L0AB0M1C0E,SUCCESS,781
1658CA0L0AB1M0C0E,SUCCESS,781
1658CA0L0AB1M1C0E,SUCCESS,976
1658CA0L0AB0M0C1E,SUCCESS,780
1658CA0L0AB0M1C1E,SUCCESS,878
1658CA0L0AB1M0C1E,SUCCESS,878
1658CA0L0AB1M1C1E,SUCCESS,1073
1658CA1L0AB0M0C1E,SUCCESS,683
1658CA1L0AB0M1C1E,SUCCESS,781
1658CA1L0AB1M0C1E,SUCCESS,781
1658CA1L0AB1M1C1E,SUCCESS,976
1658CA0L0AB0M0C0F,SUCCESS,683
1658CA0L0AB0M1C0F,SUCCESS,781
1658CA0L0AB1M0C0F,SUCCESS,781
1658CA0L0AB1M1C0F,SUCCESS,976
1658CA0L0AB0M0C1F,SUCCESS,780
1658CA0L0AB0M1C1F,SUCCESS,878
1658CA0L0AB1M0C1F,SUCCESS,878
1658CA0L0AB1M1C1F,SUCCESS,1073
1658CA1L0AB0M0C1F,SUCCESS,685
1658CA1L0AB0M1C1F,SUCCESS,783
1658CA1L0AB1M0C1F,SUCCESS,783
1658CA1L0AB1M1C1F,SUCCESS,979
1675CA0L0AB0M0C0E,SUCCESS,690
1675CA0L0AB0M1C0E,SUCCESS,789
1675CA0L0AB1M0C0E,SUCCESS,789
1675CA0L0AB1M1C0E,SUCCESS,986
1675CA0L0AB0M0C1E,SUCCESS,788
1675CA0L0AB0M1C1E,SUCCESS,887
1675CA0L0AB1M0C1E,SUCCESS,887
1675CA0L0AB1M1C1E,SUCCESS,1084
1675CA1L0AB0M0C1E,SUCCESS,690
1675CA1L0AB0M1C1E,SUCCESS,789
1675CA1L0AB1M0C1E,SUCCESS,789
1675CA1L0AB1M1C1E,SUCCESS,986
1675CA0L0AB0M0C0F,SUCCESS,690
1675CA0L0AB0M1C0F,SUCCESS,789
1675CA0L0AB1M0C0F,SUCCESS,789
1675CA0L0AB1M1C0F,SUCCESS,986
1675CA0L0AB0M0C1F,SUCCESS,788
1675CA0L0AB0M1C1F,SUCCESS,887
1675CA0L0AB1M0C1F,SUCCESS,887
1675CA0L0AB1M1C1F,SUCCESS,1084
1675CA1L0AB0M0C1F,SUCCESS,692
1675CA1L0AB0M1C1F,SUCCESS,791
1675CA1L0AB1M0C1F,SUCCESS,791
1675CA1L0AB1M1C1F,SUCCESS,989
1692CA0L0AB0M0C0E,SUCCESS,697
1692CA0L0AB0M1C0E,SUCCESS,797
1692CA0L0AB1M0C0E,SUCCESS,797
1692CA0L0AB1M1C0E,SUCCESS,996
1692CA0L0AB0M0C1E,SUCCESS,796
1692CA0L0AB0M1C1E,SUCCESS,896
1692CA0L0AB1M0C1E,SUCCESS,896
1692CA0L0AB1M1C1E,SUCCESS,1095
1692CA1L0AB0M0C1E,SUCCESS,697
1692CA1L0AB0M1C1E,SUCCESS,797
1692CA1L0AB1M0C1E,SUCCESS,797
1692CA1L0AB1M1C1E,SUCCESS,996
1692CA0L0AB0M0C0F,SUCCESS,697
1692CA0L0AB0M1C0F,SUCCESS,797
1692CA0L0AB1M0C0F,SUCCESS,797
1692CA0L0AB1M1C0F,SUCCESS,996
1692CA0L0AB0M0C1F,SUCCESS,796
1692CA0L0AB0M1C1F,SUCCESS,896
1692CA0L0AB1M0C1F,SUCCESS,896
1692CA0L0AB1M1C1F,SUCCESS,1095
1692CA1L0AB0M0C1F,SUCCESS,699
1692CA1L0AB0M1C1F,SUCCESS,799
1692CA1L0AB1M0C1F,SUCCESS,799
1692CA1L0AB1M1C1F,SUCCESS,999
1709CA0L0AB0M0C0E,SUCCESS,704
1709CA0L0AB0M1C0E,SUCCESS,805
1709CA0L0AB1M0C0E,SUCCESS,805
1709CA0L0AB1M1C0E,SUCCESS,1006
1709CA0L0AB0M0C1E,SUCCESS,804
1709CA0L0AB0M1C1E,SUCCESS,905
1709CA0L0AB1M0C1E,SUCCESS,905
1709CA0L0AB1M1C1E,SUCCESS,1106
1709CA1L0AB0M0C1E,SUCCESS,704
1709CA1L0AB0M1C1E,SUCCESS,805
1709CA1L0AB1M0C1E,SUCCESS,805
2048CA1L1AB1M0C1F,SUCCESS,969
4096CA1L1AB1M0C1F,SUCCESS,1937
